name,developer,star,url,img_url,developer_url,type,recommend_ls,describe,comment_num,comment_get_num
一拳超人：最強之男（官方正版授權）,GAMENOW TECHNOLOGY,4.4,https://play.google.com/store/apps/details?id=com.onepunchman.ggplay.tw,https://lh3.googleusercontent.com/VZwuIXIGUFIwk1z2IXhMaPcLqoSWfPcuK-JxXgvh_uM0Ob2qETvD9PHQ2rWEx9qiUQ=s128-rw,https://play.google.com/store/apps/dev?id=7503155286324226901,Strategy,"['奇蹟MU：最強者', '貓咪大戰爭', '蒼天英雄誌', '三國殺名將傳', '一劍傾心-傾心相遇，心動情迷']",正義執行，一起成為興趣使然的英雄！怪人的暗黑魔爪已經向世界伸展！埼玉的鐵拳已經蓄勢待發！各位英雄們！你們準備好了嗎？快來加入我們，一起守護和平，執行正義吧！【遊戲簡介】《一拳超人：最強之男》手遊改編自動漫—《ONE PUNCH MAN》，是ONE原作，村田雄介作畫，遊戲全程由集英社領銜製作委員會監修，高度還原動畫的設定，鍛造精品！讓玩家親身體驗熱血的動畫劇情！【遊戲玩法特色】/畫面/高清華麗，享受淋漓盡致的戰鬥！再現動漫酷炫特效，帶你感受一拳擊殺的震撼場面！經典動漫戰鬥高度還原，釋放角色專屬超燃技能！/佈陣/策略為王，陣容搭配出奇制勝！遊戲角色分為英雄與怪人兩大陣營，派系又分為武裝、格鬥、科技、超能四種類型，陣容自由搭配，策略自由養成，助你在3V3競技場，6V6英雄或者怪人對決賽中啟動最強的PVP陣營加成，勝人一籌！/玩法/創新玩法，多樣玩法自由探索！參與探索、試煉、BOSS，RPG多樣玩法，贏取豐厚獎勵！進化所、競技場、災害來襲、王者挑戰、天賦試煉、多人同時線上的組隊玩法，PVE副本還加入了埼玉老師戰鬥模式，讓你體驗一拳擊殺，快速通關！/角色/超高人氣，高度還原原作設定！埼玉老師——平凡熱血，興趣使然的最強英雄！傑諾斯—— 一心追隨埼玉老師，改造而成的超級機器人青年！音速索尼克——執著於「忍道」，視埼玉為一生之敵的最強忍者！戰慄的龍卷——驅使超能力剷除怪人的問題大小姐！地獄的吹雪——統領著B級英雄組織「吹雪組」！波羅斯——暗黑物質盜賊團首領，號稱宇宙霸主……超人氣S級英雄、怪人悉數登場。/劇情/執行正義，成為興趣使然的英雄！《一拳超人》故事發生於一個類似於地球，但有著超能力與各種奇怪生物的星球。各種具有超自然力量的「怪人」不斷地出現並造成災難，為了打擊它們，由某富豪所創立的「英雄協會」開始招募全世界的能人異士成為職業英雄與怪人對抗。故事主角埼玉便是一名英雄，在22歲時因打敗了怪人「蟹爪蘭蒂」，讓他燃起了兒時的英雄夢，之後的每一天他都堅持做100下伏地挺身、100下仰臥起坐、100下深蹲和跑步10公里從而獲得了無敵的力量。但因為能力太過強大，卻沒了當初打敗怪人那激昂的情緒，只有在他遇見有挑戰性的對手時才能興奮起來。在一連串事件中，埼玉遇見了各式各樣的英雄、反派和怪人，收了改造人傑諾斯做為徒弟，並加入英雄協會以獲得官方認可。與眾多英雄一起開始了對抗各種怪人以及災難的生活，但更多時是在無人知曉的情況下執行英雄的工作。/配音/原班人馬，享受原汁原味配音！動漫原班聲優陣容，全程錄製配音，傾情奉獻，享受原汁原味的配音。埼玉 CV：古川慎傑諾斯 CV：石川界人戰慄的龍卷 CV：悠木碧銀牙 CV：山路和弘原子武士 CV：津田健次郎童帝 CV：高山南KING CV：安元洋貴殭屍俠 CV：櫻井孝宏驅動騎士 CV：上田耀司豬神 CV：浪川大輔超合金黑光 CV：日野聰守門犬俠 CV：上田佑司水嫩嫩囚犯 CV：小野阪昌也甜美假面 CV：宮野真守音速的索尼克 CV：梶裕貴餓狼 CV：綠川光波羅斯 CV：森川智之垂柳 CV：松風雅也吉納斯博士 CV：浪川大輔無照騎士 CV：中村悠一==官方資訊==FB粉絲團：https://www.facebook.com/OnePunchManMobile/=================================== 智慧型手機APP許可權存取說明：APP使用時，為提供優質的遊戲服務將請求許可權存取。【選擇性存取許可權】手機狀態/照片/媒體/檔案儲存：允許應用程式訪問設備的手機功能，遊戲執行檔案與影片儲存、照片與影片上傳。*選擇性許可權存取並不影響遊戲進行。推薦Android6.0及以上版本，RAM小於1 GB的設備將無法運行本遊戲，請諒解==注意事項==l 請注意使用時間，避免沉迷於遊戲l 遊戲均為虛擬情節，請勿模仿l 本遊戲付費內容及金額、遊戲部分內容或服務需要另行支付其他費用※ 本遊戲內容涉及暴力情節（但無血腥畫面）與不當言語與性，依遊戲軟體分級管理辦法分類為輔15級。※ 本遊戲為免費遊戲，但遊戲內另提供購買虛擬遊戲幣、物品等付費服務，請依個人興趣及能力進行適度消費。 ※ 請注意遊戲時間，避免沉迷，長時間進行遊戲，容易影響作息，宜適度休息及運動。,69806,10000
少年猛將傳,GameSword,4.4,https://play.google.com/store/apps/details?id=com.gamesword.twsst,https://lh3.googleusercontent.com/VZwuIXIGUFIwk1z2IXhMaPcLqoSWfPcuK-JxXgvh_uM0Ob2qETvD9PHQ2rWEx9qiUQ=s128-rw,https://play.google.com/store/apps/developer?id=GameSword,Role Playing,"['三國戰神記-群雄激鬥，熱血無雙', '新三國 漢室復興', '無雙名將傳- 真三國策略遊戲', '少年趙子龍-三國放置卡牌策略手游', '三國殺名將傳']",【兄弟再集結　重返年少爭天下】《少年猛將傳》由多名知名畫師群用心打造少年武將華麗風貌！蓋世霸者的曹操、俏皮傾城的小喬、一騎當千的趙雲、一心漢室復興的劉備等眾多三國武將與你一起力拼江山，創造一個屬於少年的王國紀元。兄弟們，讓我們重返熱血年少時，完成稱霸三國世界的夢想！【戰力大比拼　金將來襲　一擊破億】培養輕鬆容易多元化，武將緣份萬千變化，戰力狂飆體驗極致爽感。萬人激戰爭高下，與敵方戰力強烈碰撞交鋒，各方群雄中殺出重圍，並聯手金將群英，襲捲三國亂世，體驗一擊破億的刺激殺戮感！【爽玩無壓力　千萬元寶天天送】最佛系的三國遊戲，就是要玩得爽！元寶天天瘋狂送，更加碼豪華紅包雨助你征戰四方！只要登入即送武將二十連抽，讓你輕鬆打造最強華麗陣容笑傲三國，新手也能擁有超多元寶及絢麗主角時裝，還有貴族經驗升級免費送！超多超值好禮不怕你拿，就怕你用不完！【武將超激鬥　同框合擊勇破敵】特色合擊系統任你自由策略搭配，為戰場帶來無限可能。透過百種合擊組合，三國群雄盡在麾下！合擊技能釋放特效多彩絢麗，爽度十足的動畫將視覺享受做到極致，滿足你在戰場上輾壓敵人的爽快感！【萬人跨服戰　軍團齊心霸三國】獨樹一幟攻城掠地、城池爭霸跨服跨界戰玩法來襲！軍團並肩奮戰，以齊心之力勇猛破敵、橫掃千軍！從激烈廝殺的攻防戰，乃至運籌帷幄的策略集結，戰火一觸即發，快來成為傲視群雄的巔峰霸主吧！ ※《少年猛將傳》依中華民國遊戲軟體分級管理辦法分類為 : 輔12級。※ 本遊戲部分內容涉及遊戲角色穿著凸顯性特徵之服飾或裝扮但不涉及性暗示※ 本遊戲部分內容涉及打鬥、攻擊等未達血腥之畫面或有輕微恐怖之畫面。※ 本遊戲為免費使用，遊戲內另提供購買虛擬遊戲幣、物品等付費服務。※ 請注意遊戲時間，避免沉迷。,19124,2666
Garena 傳說對決：魔法棋全新登場,Garena Games Online,3.4,https://play.google.com/store/apps/details?id=com.garena.game.kgtw,https://lh3.googleusercontent.com/nyNUdGB72LLAIAIGXKK8HhENKbxz_xZSb6dFjypR3SCZ0-Hyhj8TiTO1s3g7d41qEhc=s128-rw,https://play.google.com/store/apps/developer?id=Garena+Games+Online,Action,"['三國殺名將傳', '一劍傾心-傾心相遇，心動情迷', '蒼天英雄誌', '三國戰神記-群雄激鬥，熱血無雙', '新三國 漢室復興']",★版本更新內容1、全新模式魔法棋登場，拼計鬥智棋樂無比！2、追光者小隊出擊，循光之引淨化黑暗！3、排位賽華麗升級，勇者挑戰等你再創傳說！4、英雄模組重製優化，絢麗流暢視覺表現！★版本更新內容1、修復了海神紋章裝備賣掉之後光環依然生效的問題2、修復了刀鋒寶貝1技能無視貂蟬護盾的問題3、修復了艾瑞大招可以擊殺變身魔君的安格列的問題4、修復了特定情況下琳蒂強化普攻只能觸發一次印記的問題5、修復了卡芬妮大招的傷害效果和動畫時間不一致的問題★ 遊戲簡介《Garena 傳說對決》由 Garena 與騰訊天美工作室所合作開發，是一款最刺激的10人決戰MOBA手遊。超過80 位獨特英雄任你選擇、高品質畫面與公平安心的遊戲環境，無論你想領導全軍出擊進行決戰，或是在戰場角落輕鬆平安度過一生，《Garena 傳說對決》都能滿足你！★ 遊戲特色【三路推塔、十人激戰】：經典的三路推塔 MOBA 玩法，上中下三路搭配 10 位玩家的英雄選擇與策略思考，激盪出無限種對戰可能！【公平對戰、隨時開團】：公平的對戰環境，無論新手或老手，想當王者只能憑實力！【獨特英雄、精美畫風】：艷麗女刺客、賣萌羊咩咩、可愛小胖子、超殺高校女…數十位別具特色的獨特英雄，國際級一流畫師所繪製的精美畫風，選出你的本命角色大殺四方！【多種模式、豐富玩法】：1v1、3V3、5V5 - 無論你喜歡單挑或團戰，多樣化的對戰模式都能讓你欲罷不能！【節奏快速、想玩就玩】：平均一場10-15分鐘的對戰，零碎時間拿起手機隨時解放壓力！傳說對決，鬥陣來玩！★ 聯繫我們Garena 傳說對決官方網址：http://moba.tw/Garena 客服中心：https://m.service.garena.tw/Facebook 粉絲團：https://www.facebook.com/1164866106908877/,493799,10000
劍與遠征,奧瑞吉有限公司,4.5,https://play.google.com/store/apps/details?id=com.lilithgame.hgame.gp.tw,https://lh3.googleusercontent.com/nyNUdGB72LLAIAIGXKK8HhENKbxz_xZSb6dFjypR3SCZ0-Hyhj8TiTO1s3g7d41qEhc=s128-rw,https://play.google.com/store/apps/developer?id=%E5%A5%A7%E7%91%9E%E5%90%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Role Playing,"['蒼天英雄誌', 'EZPZ Saga——Chilled IDLE Fantasy', '三國戰神記-群雄激鬥，熱血無雙', '奇蹟MU：最強者', '一劍傾心-傾心相遇，心動情迷']",虛空英雄橘右京如約而至，現在下載，開啟7日免費試用！傳說，一位劍客手持異世的花朵來到伊索米亞。他的故鄉連博學的蠻血酋長斯克瑞斯也未曾聽聞。“像折返的飛燕，又像是纖細的雪花。”關於他的劍法，挑戰者們如是說道。伊索米亞的盛大節日即將來臨，他定會如約而至。每一隻冒險的隊伍，都渴望他的加入。親愛的冒險者，你呢？##遊戲特色##—羈旅浪客，橘右京強勢來襲橘右京加入虛空陣營，免費用輕鬆養！—玻璃彩繪，超讚畫風獨特玻璃彩繪畫風，演繹凱爾特文明的奇幻史詩長卷，極緻美學享受！—瀟灑輕鬆，告別打工使用“放置黑魔法”，一鍵領取豐厚收益，生活遊戲兩不誤。—一人升級，全家共享獨家共鳴水晶系統，只需培養五個英雄，其他英雄都能共享等級。—動動指尖，極限翻盤靈活變換陣容及英雄站位，體驗豐富策略縱深！—拒絕重複，隨機迷宮不僅可以掃蕩隨機迷宮，還可以決戰時光之巔，更可以深入奇境探險，各種玩法嗨翻天！,159551,10000
三國殺名將傳,Eskyfun Entertainment Network Limited,4.2,https://play.google.com/store/apps/details?id=com.eskyfun.sgsmjzgp,https://lh3.googleusercontent.com/nyNUdGB72LLAIAIGXKK8HhENKbxz_xZSb6dFjypR3SCZ0-Hyhj8TiTO1s3g7d41qEhc=s128-rw,https://play.google.com/store/apps/dev?id=7142918837293368535,Card,"['長生繪夢', '擇仙記-真人頭像交友3D手遊', '少年趙子龍-三國放置卡牌策略手游', '三國戰神記-群雄激鬥，熱血無雙', '新三國 漢室復興']","【遊戲介紹】《三國殺名將傳》是一款三國殺原班人馬傾心打造的熱血動作策略卡牌手遊。獨特的武將搭配，激活超酷炫合擊大招；獨創輕策略，擺脫無腦枯燥戰鬥；全服軍團BOSS廝殺，帶來豐富社交體驗。天下名將，盡在我手！這一次，魏蜀吳群，您會選擇哪個陣營，蕩平這亂世，登頂三國，譜寫您的征途霸業！【遊戲特色】◆炫酷合擊熱血戰鬥！畫面精美品質爆棚!呂布貂蟬無雙亂舞，孫策大喬翻天覆地，諸葛月英臥龍觀星⋯⋯炸裂逆天的合擊大招，華麗無雙的技能特效，用心設計每一個武將，精細到每一個勝利、眩暈表情都與眾不同，栩栩如生。角色很個性，插畫很唯美，場景很精緻，匠心巨制的高品質遊戲畫面,這樣的戰鬥才夠爽！◆玩法多樣輕策略，帶你體驗真正的三國南蠻入侵，遊歷奇遇，過關斬將，割須棄袍⋯⋯豐富多樣的玩法，輕策略爽快有內涵，滿足您的一切期待！戰梟雄、升官銜、裝錦囊，魏蜀吳群，陣容隨你配，戰力漲不停，組建最強陣容。三國霸業，指日可待！◆全服一起打BOSS，熱血廝殺大亂鬥！兄弟，加入我的軍團！殺BOSS，拿福利，靠的就是我兄弟！動我兄弟者殺無赦！一人刷副本，眾人陪互動，佈陣改戰局，志氣相投，爽快翻倍，樂趣無窮！我們的終極目標是成為最強軍團，橫掃千軍，稱霸三國，蕩平這亂世！◆超多好康，就是要你爽每日登入有驚喜，7天送任選橙將！軍團紅包，拍賣分紅，海量元寶免費拿！至尊特權，專屬福利，紅將任選！【溫馨提示】*本軟體因涉及暴力情節，依遊戲軟體分級管理辦法分類為輔15級。*本遊戲為免費試用，遊戲內另提供購買虛擬遊戲幣、物品等付費服務、*請注意遊戲時間，避免沉迷。",129916,10000
冒險聯盟,Eskyfun Entertainment Network Limited,4.3,https://play.google.com/store/apps/details?id=com.eskyfun.mxlmgp,https://lh3.googleusercontent.com/UnRa5qLPgkPUkJCl2m1p7V8C0Vv5x4hJlZNb_wUzOZlGRwdozqbAh4h8evnLejw8iSKV=s128-rw,https://play.google.com/store/apps/dev?id=7142918837293368535,Role Playing,"['三國殺名將傳', '長生繪夢', '漢家江湖', '諸神學院Smash', '吞食天地Ｍ']",「奇妙冒險大世界MMORPG《冒險聯盟》回來啦！」「療癒的童話清新橫版幻想風格，結合清新有氧橫版場景！」「Q萌系巨寵聖靈結伴同行，守護你的奇妙冒險之旅！」「坐上開往未知的列車，追逐與眾不同的夢境，勇敢去冒險吧！」====遊戲特色====【橫版冒險 歡樂組團】匠心巨作高清遊戲畫面，Q萌幻想風的橫版冒險風格，都講帶給你無與倫比的視覺感官享受！分享不同職業的默契配合、高自由度探險、組團輸出，挑戰領主，多式副本和趣味活動中加深彼此情誼。【時尚炫裝 可愛萌發】兔耳、清新風、蘿莉塔、青春校園，遊戲中全身各部位外觀隨心自由穿搭！更有獨家坐騎時裝寵物-萌胖柴犬。冒險前換上新的風格，帶著胖胖萌寵去浪漫冒險！現在開始，萌愛出發！【家族社交 暖情社群】聊天、吐槽、即時語音，少年，撩妹分分鐘！一人刷副本，眾人陪互動，志氣相投，爽快翻倍，樂趣無窮！暖情社交，享受這一刻的輕鬆體驗!【全服一起打領主，熱血廝殺大亂鬥】兄弟，加入我的家族！擊殺領主，拿好康，靠的就是我兄弟！動我兄弟者必誅之！我們的終極目標是成為最強家族，橫掃千軍，稱霸泰爾，共闖冒險之旅！【清新有氧，免費保送至VIP12】擺脫儲值獲得VIP的傳統，轉變成以任務為主的方式免費獲得VIP！豐富的VIP特權，為玩家的冒險之旅提供快速的成長；價值不菲的VIP升級獎勵，助玩家戰力飛升。【好康暴多，讓你暢快不停】每日登入驚喜連連，8天登入送超萌藍鯨家族紅包、拍賣分紅、泰爾寶藏、神秘NPC彩蛋，海量彩貝珍珠免費拿！【溫馨提示】*本軟體因涉及暴力、戀愛交友 、性（遊戲角色穿著凸顯性特徵之服飾），依遊戲軟體分級管理辦法分類為輔12級。*本遊戲為免費使用，遊戲內另提供購買虛擬遊戲幣、物品等付費服務。*長時間進行遊戲，請注意使用時間，避免沉迷於遊戲,22954,4995
超異域公主連結！Re:Dive,So-net Entertainment Taiwan Limited,4.6,https://play.google.com/store/apps/details?id=tw.sonet.princessconnect,https://lh3.googleusercontent.com/UnRa5qLPgkPUkJCl2m1p7V8C0Vv5x4hJlZNb_wUzOZlGRwdozqbAh4h8evnLejw8iSKV=s128-rw,https://play.google.com/store/apps/dev?id=8932187168463494374,Role Playing,"['Boo King', 'So-net Free Wi-Fi', '命運的反抗者', '雀姬（日本麻雀）', 'Symphogear XD UNLIMITED']",再一次，和你連結的物語。超大作動畫RPG「超異域公主連結 Re:Dive」揭開新世代的序幕！◆用美麗動畫點綴精彩物語由日本知名動畫製作團隊「WIT STUDIO」所製作的高規格大量動畫。帶來純正日系動畫原創的戲劇張力與效果！加上日本神級動畫音樂作曲家「田中公平」所製作的動人音樂加持，沉浸到迷人的動畫世界！◆超大量的全語音劇情由日本人氣輕小說作家「日日日」所編寫的主線劇情。收錄豪華聲優語音，長達70多萬字匠心獨運的史詩級小說鉅獻！◆簡單易上手卻又深奧的真實戰鬥單指點擊發動華麗必殺技，撕裂全場！必殺技的施放時機點決定勝負！組合擁有各式各樣技能的可愛少女們，打造出專屬的最強隊伍吧！◆深化與女孩們的羈絆和女孩們一起冒險的時間越長，便會加深女孩們與你的羈絆。提升羈絆以後可以解放特別劇情，將看到女孩們令人意想不到的一面…？◆在阿斯特賴亞相遇的美少女們貪吃佩可（CV:M・A・O）可可蘿（CV:伊藤美来）凱留（CV:立花理香）優依（CV:種田梨沙）日和（CV:東山奈央）怜（CV:早見沙織）初音（CV:大橋彩香）宮子（CV:雨宮天）真步（CV:内田真礼）還有50位以上的美少女們正在等待你的到來！◆日本神級動畫音樂作曲家田中公平◆日本人氣輕小說作家日日日◆日本知名動畫製作團隊WIT STUDIO◆對應裝置・Android 4.4 以上Android裝置必要容量：2GB 以上,31517,10000
包你發娛樂城 - 莞婷包你發 - 老虎機、捕魚機、百家樂、麻將、骰寶、輪盤,"YILE TECHNOLOGY CO., LTD.",4.5,https://play.google.com/store/apps/details?id=com.jumbo.yirufa,https://lh3.googleusercontent.com/UnRa5qLPgkPUkJCl2m1p7V8C0Vv5x4hJlZNb_wUzOZlGRwdozqbAh4h8evnLejw8iSKV=s128-rw,"https://play.google.com/store/apps/developer?id=YILE+TECHNOLOGY+CO.,+LTD.",Casino,"['神來也撲克Poker - Big2, Sevens, Landlord, Chinese Poker', '牌九大贏家', '鬥地主 神來也斗地主', 'Mahjong 2 Players -  Chinese Guangdong 13 Mahjong', 'Big2 Tycoon']",【女神曾莞婷推薦，國際級娛樂城】★風靡世界遊藝場的老虎機，完美移植手機，博弈遊戲首選！★威力卡免費贈送，想開就開，大獎隨時來。★澳門、拉斯維加斯賭場，同等規格機台移植，國際大廠認證標準，保證你玩到原汁原味的機台！【熱門遊戲介紹】《麻雀無雙》地表最強機皇，從未被超越的傳奇賠率，免費遊戲獎金46000倍！《財神捕魚》100%街機移植，捕獲財神1000倍獎金！財神紅包1000倍獎金直接送給你！《尊榮百家》吹、頂、公、邊！獨家瞇牌玩法，讓你享受置身澳門、拉斯維加斯的真實快感。《舞動水果盤》經典777水果盤 - 新玩法新感受，鎖定777，大獎更好開。《百倍大輪盤》經典歐式輪盤，勝率最高；隨機閃電賠率，單注高達119倍。《台灣黑熊》高倍率機皇，堆疊百搭連環鎖，滿盤最高獎金20000倍！《勇闖金字塔》獎金連續疊加，加倍爆發，體驗無限COMBO、萬倍獎金的快感。《亞瑟王》一回免費遊戲玩不夠，你還有五把劍，超狂五回合免費遊戲，讓你贏到手軟！還有《骰寶無雙》、《埃及豔后III》、《拿破崙》、《后羿傳》、《悟空》、《文房四寶》、《變臉》、《黃金香蕉帝國》等超過30款經典遊戲，手機就是你的遊藝場。最新遊戲活動訊息，歡迎上官方網站：https://online808.com－其他說明－※遊戲以成年人為訴求對象。※本遊戲設計僅提供使用者休閒娛樂用途。※遊戲幣一經購入後無法以任何理由退換。※本遊戲情節涉及棋牌益智及娛樂，使用者請勿進行非法遊戲幣交易。,15130,5001
金好運娛樂城-格鬥天王、威鯨捕魚、老虎機、賓果、骰寶、麻將、輪盤、賽馬,ARC PLAY LTD CO.,4.5,https://play.google.com/store/apps/details?id=com.goodluck777.panther,https://lh3.googleusercontent.com/zFPFA7fgZGHAHzmAHzGfiZV1RCkXjSNp4xM5Y-WPkY11NV74yZ9jWEK6JLULQRLLegk=s128-rw,https://play.google.com/store/apps/developer?id=ARC+PLAY+LTD+CO.,Casino,"['牌九大贏家', '一代軍師M', '神來也撲克Poker - Big2, Sevens, Landlord, Chinese Poker', '鬥地主 神來也斗地主', 'A-Da']",金好運娛樂城上線拉！專為賭場、遊藝場、電動間的玩家所打造的遊戲公平公正公開完美呈現！值得信賴的線上娛樂城！讓你免花錢到拉斯維加斯(Lets Vegas)、澳門線上(Online)賭場，在這就有你想玩的所有遊戲類型，老虎機、賓果、骰寶、輪盤、捕魚機、排七、麻將、賽馬通通有，甚至是你沒想到的The King of Fighters格鬥天王(拳皇/KOF)也都在金好運娛樂城，多到至尊土豪神仙都在玩，別再猶豫，趕快下載！==遊戲特色==►酷炫漁機【海王傳說】重磅登場！超威技能讓捕魚新手也能成為捕魚達人！快來召喚深海霸主，海王覺醒發動技能鎖定擊殺，獵奪海王寶藏吧！►熱血沸騰的【皇家賽馬】全3D擬真出場！ 重金打造的「黃金馬」一出場絕對讓你奪第一拿獎金！特殊摸彩Jackpot系統，讓你押愈高中獎機會也愈高！►SNK原廠正版授權格鬥天王(KOF'97)霸氣登場，【格鬥天王97大蛇篇】與Boss大蛇的顛峰對決，【格鬥天王97宿命對決】草薙京與八神庵的宿命對決，就在此一一呈現！就讓草薙京、八神庵、神樂千鶴、不知火舞全明星(All Star)攜手登場決戰大蛇，老虎機X拳皇嶄新玩法再造經典！►亞洲實體捕魚機第一品牌【威鯨傳奇】系列，遊藝場暢紅多年經典原廠正版捕魚機，神龍傳、浴火鳳凰、財神到都在這！►全台灣最火紅的Bingo Bingo【歡樂賓果】可同押三款小遊戲，進入彩虹洞全場嗨翻天！►電動間熱門【胡牌高手】美女明星陪打搓麻將，秒開桌免牌咖，向三缺一的冏境說再見！試手氣，摸一手，吃碰槓，對對胡、十番大滿貫、大四喜、大三元、清一色天天輕鬆摸都會有，包你發大財，絕對讓你比富豪大亨更富有！►經典街機卡牌遊戲【幸運接龍】排七讓你免等人免湊桌直接玩，獨創大小鬼心機玩法讓你鬥智又鬥狠，人人都可以成為賭神！►業界最高840倍賠率的【好運骰寶】，獨創好運開玩法，中獎金額超驚人，連老子都會怕，包你發有錢到翻！►賭場最知名經典遊戲【幸運輪盤】，獨家創新幸運球加碼玩法，中JACKPOT彩金絕對不是曇花一現的夢想！►馬來西亞長年稱霸無數次的【西遊爭霸】，經典多人共玩押分機也在此呈現，與悟空一起對付海龍王，讓海龍王眼冒金星，一起大鬧攻破龍宮城，戰勝金龍中贏分拿大獎！►正宗遊藝場【財神發發發】、【金好運】、【花開富貴】、【金玉滿堂】、【大吉大利】、【五虎爭鋒】、【好運發發】、【歡樂節慶】、【金猴王】、【封神傳】、【吉祥如意】、【寶石爆爆樂】等，最好玩的老虎機SlotGame全在這，絕對讓你輕鬆進免費遊戲(Freegame)拉巨獎！►三國志中天下無雙的戰神關羽，掌上持青龍偃月刀，胯下胭脂赤兔馬，英勇威武的現身在【三國爭霸】與你一起過五關斬六將，奪全盤獎獲得超高倍率的獎金！►好運大摸彩每晚火熱開獎，天天開獎百萬金幣天天送！►多組彩金萬人共拉巨獎JACKPOT、熱門活動比賽獎不停！►天天登入敲金蛋送金幣，好運蛋禮天天送！►公頻、群組、密語等多種聊天方式任君挑選，互動集氣超麻吉！ ==注意事項==►遊戲以成年人為訴求對象，不提供「現金交易賭博」，也沒有機會贏得現金或實體獎品，僅供娛樂►不得利用本遊戲現金交易賭博、從事違反法令或其它類似行為►提醒您，請注意遊戲時間，避免沉迷於遊戲►在娛樂遊戲內的練習狀況或成就，不代表日後在現金交易賭博中會獲得成功►遊戲內提供商城功能，需另外付費購買金幣使用，一旦成功購買金幣後無法以任何理由退換現金►本遊戲情節涉及娛樂及棋牌益智，不允許現金交易賭博，請勿進行非法交易行為►本遊戲內付費上限為本公司機制，GooglePlay並未協助建立、設定或與機制有任何關連性==Android設備最低需求==►Android版本需求：4.0以上►處理器最低速度：雙核800MHz►記憶體最低需求：1GB ram以上►存放空間大小：100MB以上安裝空間,20312,6216
萬國覺醒,奧瑞吉有限公司,4.3,https://play.google.com/store/apps/details?id=com.lilithgame.roc.gp.tw,https://lh3.googleusercontent.com/zFPFA7fgZGHAHzmAHzGfiZV1RCkXjSNp4xM5Y-WPkY11NV74yZ9jWEK6JLULQRLLegk=s128-rw,https://play.google.com/store/apps/developer?id=%E5%A5%A7%E7%91%9E%E5%90%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Strategy,"['新三國 漢室復興', '新三國志手機版-光榮特庫摩授權', '正統三國-全新混戰 經典即時策略類手遊', '奇蹟MU：最強者']",【遊戲特色】運籌帷幄，作戰策略由你決定想在地圖上來個迂迴包抄？還是想據守地形，以弱勝強？亦或直取敵巢，圍魏救趙？《萬國覺醒》獨創的自由行軍機制，將給戰略天賦滿滿的你一個施展的舞台！偉大的歷史戰役中，從沒有哪個將領「打完收工」！攻城、搶奪資源點、野戰中消滅敵軍…將領的出擊路線由你決定，盟友間的增援更能將敵人玩弄於鼓掌之間。傳奇統帥助玩家稱霸世界來自世界各國的傳奇將領將在《萬國覺醒》中一一登場！凱撒、曹操、貞德…被各國史書銘記歌頌的偉大統帥正等待你的招募！每位統帥都根據歷史原型，還原人物造型與配音。參考歷史功績專門設計英雄技能，讓你彷彿真的成為「良將千員，強兵如雲」的文明執政官。英雄創造傳奇，還是傳奇鑄就英雄？快來打造效忠於你的英雄組合！無距縮放，全圖局勢盡在掌握首創無距縮放操作模式，從宏觀世界地圖、中觀的附近局勢，再到微觀城建地圖，只需兩指就能輕鬆縮放，絲般順滑的操作手感，享受掌中世界運籌帷幄的超爽感！無與倫比的3D高解析度畫質，模擬的戰爭迷霧需要慢慢揭開，快派出手下斥候，盡情享受探索世界的快感吧！自由建設，打造專屬城市佈局繁榮的城市是文明生存的根基，《萬國覺醒》中的城市建築自由規劃，每位玩家都能擺出獨一無二的城市佈局。根據文明不同，城中建築會有完全不同的風格。行走的居民、夜晚亮起的燈火、時刻在城牆巡邏的士兵…一座經得起時間考驗的城市，將是你傳奇故事的起點！遠征玩法，展現神機妙算滑動手指，指揮統帥，多兵線作戰！初次執掌文明，不知道如何在戰場上調兵遣將？別怕，70個設計各不相同的PVE關卡等你挑戰！用手下統帥搭配最合適的兵種，在遠征推演中擊敗敵人，不僅收穫滿滿實戰經驗，更有經驗書、資源包、加速道具等各種豐富獎勵拿到手軟！※本遊戲內容涉及暴力情節（但無血腥畫面），依遊戲軟體分級管理辦法分類為輔12級。※本遊戲為免費遊戲，但遊戲內設有商城加值區，請依個人興趣及能力進行適度消費。※請注意遊戲時間，長時間進行遊戲，容易影響作息，宜適度休息及運動。,21063,10000
